Date,Barangay,DayOfWeek,Month,IsWeekend,Population,Total_Waste_kg
2025-02-05,Ganayon,2,2,0,1242,203.65
2025-02-05,Liatimco,2,2,0,2056,312.11
2025-02-05,Manyayay,2,2,0,2517,407.77
2025-02-05,Payasan,2,2,0,2591,383.55
2025-02-05,Poblacion,2,2,0,4545,662.14
2025-02-05,Saint Christine,2,2,0,3023,462.57
2025-02-05,San Pedro,2,2,0,1448,220.08
2025-02-05,San Isidro,2,2,0,1200,188.28
2025-02-06,Anibongan,3,2,0,1248,180.61
2025-02-06,Banahao,3,2,0,2584,375.15
2025-02-06,Ban-as,3,2,0,1736,278.0
2025-02-06,Baucawe,3,2,0,1478,229.95
2025-02-06,Diatagon,3,2,0,7458,1110.14
2025-02-06,Ganayon,3,2,0,1242,193.04
2025-02-06,Liatimco,3,2,0,2056,333.25
2025-02-06,Manyayay,3,2,0,2517,389.94
2025-02-06,Payasan,3,2,0,2591,374.63
2025-02-06,Poblacion,3,2,0,4545,728.33
2025-02-06,Saint Christine,3,2,0,3023,452.35
2025-02-06,San Pedro,3,2,0,1448,217.95
2025-02-06,San Isidro,3,2,0,1200,185.24
2025-02-07,Anibongan,4,2,0,1248,203.77
2025-02-07,Banahao,4,2,0,2584,397.29
2025-02-07,Ban-as,4,2,0,1736,276.09
2025-02-07,Baucawe,4,2,0,1478,225.27
2025-02-07,Diatagon,4,2,0,7458,1180.04
2025-02-07,Ganayon,4,2,0,1242,178.99
2025-02-07,Liatimco,4,2,0,2056,323.56
2025-02-07,Manyayay,4,2,0,2516,361.85
2025-02-07,Payasan,4,2,0,2591,388.6
2025-02-07,Poblacion,4,2,0,4544,721.8
2025-02-07,Saint Christine,4,2,0,3023,457.78
2025-02-07,San Pedro,4,2,0,1448,211.15
2025-02-07,San Isidro,4,2,0,1200,184.35
2025-02-08,Anibongan,5,2,1,1248,199.9
2025-02-08,Banahao,5,2,1,2584,454.33
2025-02-08,Ban-as,5,2,1,1736,307.4
2025-02-08,Baucawe,5,2,1,1478,258.97
2025-02-08,Diatagon,5,2,1,7458,1266.26
2025-02-08,Ganayon,5,2,1,1242,205.45
2025-02-08,Liatimco,5,2,1,2056,322.87
2025-02-08,Manyayay,5,2,1,2516,392.19
2025-02-08,Payasan,5,2,1,2591,418.78
2025-02-08,Poblacion,5,2,1,4544,797.37
2025-02-08,Saint Christine,5,2,1,3023,491.74
2025-02-08,San Pedro,5,2,1,1448,244.79
2025-02-08,San Isidro,5,2,1,1200,211.43
2025-02-09,Anibongan,6,2,1,1248,199.11
2025-02-09,Banahao,6,2,1,2584,409.52
2025-02-09,Ban-as,6,2,1,1736,288.49
2025-02-09,Baucawe,6,2,1,1478,241.23
2025-02-09,Diatagon,6,2,1,7457,1152.09
2025-02-09,Ganayon,6,2,1,1242,203.42
2025-02-09,Liatimco,6,2,1,2056,349.17
2025-02-09,Manyayay,6,2,1,2516,431.47
2025-02-09,Payasan,6,2,1,2591,422.77
2025-02-09,Poblacion,6,2,1,4544,773.31
2025-02-09,Saint Christine,6,2,1,3023,504.99
2025-02-09,San Pedro,6,2,1,1447,231.52
2025-02-09,San Isidro,6,2,1,1200,203.13
2025-02-10,Anibongan,0,2,0,1248,192.29
2025-02-10,Banahao,0,2,0,2584,392.18
2025-02-10,Ban-as,0,2,0,1736,254.13
2025-02-10,Baucawe,0,2,0,1478,234.17
2025-02-10,Diatagon,0,2,0,7457,1093.24
2025-02-10,Ganayon,0,2,0,1242,189.87
2025-02-10,Liatimco,0,2,0,2056,299.15
2025-02-10,Manyayay,0,2,0,2516,387.36
2025-02-10,Payasan,0,2,0,2591,392.05
2025-02-10,Poblacion,0,2,0,4544,679.42
2025-02-10,Saint Christine,0,2,0,3023,463.83
2025-02-10,San Pedro,0,2,0,1447,219.33
2025-02-10,San Isidro,0,2,0,1200,174.56
2025-02-11,Anibongan,1,2,0,1248,194.17
2025-02-11,Banahao,1,2,0,2584,391.45
2025-02-11,Ban-as,1,2,0,1736,274.53
2025-02-11,Baucawe,1,2,0,1478,216.0
2025-02-11,Diatagon,1,2,0,7457,1222.45
2025-02-11,Ganayon,1,2,0,1242,196.16
2025-02-11,Liatimco,1,2,0,2056,313.56
2025-02-11,Manyayay,1,2,0,2516,366.93
2025-02-11,Payasan,1,2,0,2590,386.81
2025-02-11,Poblacion,1,2,0,4544,715.32
2025-02-11,Saint Christine,1,2,0,3023,432.83
2025-02-11,San Pedro,1,2,0,1447,214.15
2025-02-11,San Isidro,1,2,0,1199,173.23
2025-02-12,Anibongan,2,2,0,1248,184.53
2025-02-12,Banahao,2,2,0,2584,376.55
2025-02-12,Ban-as,2,2,0,1736,272.3
2025-02-12,Baucawe,2,2,0,1478,218.92
2025-02-12,Diatagon,2,2,0,7457,1167.57
2025-02-12,Ganayon,2,2,0,1242,180.33
2025-02-12,Liatimco,2,2,0,2056,303.87
2025-02-12,Manyayay,2,2,0,2516,391.52
2025-02-12,Payasan,2,2,0,2590,398.65
2025-02-12,Poblacion,2,2,0,4544,650.79
2025-02-12,Saint Christine,2,2,0,3022,446.51
2025-02-12,San Pedro,2,2,0,1447,233.6
2025-02-12,San Isidro,2,2,0,1199,196.43
2025-02-13,Anibongan,3,2,0,1248,191.8
2025-02-13,Banahao,3,2,0,2584,377.32
2025-02-13,Ban-as,3,2,0,1736,262.74
2025-02-13,Baucawe,3,2,0,1478,227.48
2025-02-13,Diatagon,3,2,0,7456,1190.04
2025-02-13,Ganayon,3,2,0,1242,202.47
2025-02-13,Liatimco,3,2,0,2056,294.63
2025-02-13,Manyayay,3,2,0,2516,362.43
2025-02-13,Payasan,3,2,0,2590,415.06
2025-02-13,Poblacion,3,2,0,4543,658.3
2025-02-13,Saint Christine,3,2,0,3022,492.13
2025-02-13,San Pedro,3,2,0,1447,232.34
2025-02-13,San Isidro,3,2,0,1199,192.77
2025-02-14,Anibongan,4,2,0,1248,195.77
2025-02-14,Banahao,4,2,0,2583,380.41
2025-02-14,Ban-as,4,2,0,1736,268.92
2025-02-14,Baucawe,4,2,0,1478,237.12
2025-02-14,Diatagon,4,2,0,7456,1076.16
2025-02-14,Ganayon,4,2,0,1242,196.83
2025-02-14,Liatimco,4,2,0,2056,329.65
2025-02-14,Manyayay,4,2,0,2516,374.74
2025-02-14,Payasan,4,2,0,2590,400.72
2025-02-14,Poblacion,4,2,0,4543,694.95
2025-02-14,Saint Christine,4,2,0,3022,476.71
2025-02-14,San Pedro,4,2,0,1447,224.22
2025-02-14,San Isidro,4,2,0,1199,179.94
2025-02-15,Anibongan,5,2,1,1248,201.25
2025-02-15,Banahao,5,2,1,2583,433.66
2025-02-15,Ban-as,5,2,1,1736,286.36
2025-02-15,Baucawe,5,2,1,1478,253.84
2025-02-15,Diatagon,5,2,1,7456,1192.03
2025-02-15,Ganayon,5,2,1,1242,196.66
2025-02-15,Liatimco,5,2,1,2056,347.61
2025-02-15,Manyayay,5,2,1,2516,392.08
2025-02-15,Payasan,5,2,1,2590,424.66
2025-02-15,Poblacion,5,2,1,4543,795.67
2025-02-15,Saint Christine,5,2,1,3022,480.94
2025-02-15,San Pedro,5,2,1,1447,255.13
2025-02-15,San Isidro,5,2,1,1199,197.74
2025-02-16,Anibongan,6,2,1,1248,208.92
2025-02-16,Banahao,6,2,1,2583,441.1
2025-02-16,Ban-as,6,2,1,1736,280.73
2025-02-16,Baucawe,6,2,1,1478,238.44
2025-02-16,Diatagon,6,2,1,7456,1177.87
2025-02-16,Ganayon,6,2,1,1242,195.2
2025-02-16,Liatimco,6,2,1,2056,353.99
2025-02-16,Manyayay,6,2,1,2516,408.48
2025-02-16,Payasan,6,2,1,2590,414.98
2025-02-16,Poblacion,6,2,1,4543,731.83
2025-02-16,Saint Christine,6,2,1,3022,521.63
2025-02-16,San Pedro,6,2,1,1447,244.6
2025-02-16,San Isidro,6,2,1,1199,191.33
2025-02-17,Anibongan,0,2,0,1247,198.52
2025-02-17,Banahao,0,2,0,2583,416.68
2025-02-17,Ban-as,0,2,0,1735,253.29
2025-02-17,Baucawe,0,2,0,1478,223.55
2025-02-17,Diatagon,0,2,0,7455,1117.13
2025-02-17,Ganayon,0,2,0,1242,192.82
2025-02-17,Liatimco,0,2,0,2056,336.37
2025-02-17,Manyayay,0,2,0,2516,389.18
2025-02-17,Payasan,0,2,0,2590,405.37
2025-02-17,Poblacion,0,2,0,4543,703.57
2025-02-17,Saint Christine,0,2,0,3022,473.49
2025-02-17,San Pedro,0,2,0,1447,207.58
2025-02-17,San Isidro,0,2,0,1199,193.04
2025-02-18,Anibongan,1,2,0,1247,202.5
2025-02-18,Banahao,1,2,0,2583,395.73
2025-02-18,Ban-as,1,2,0,1735,258.38
2025-02-18,Baucawe,1,2,0,1478,214.16
2025-02-18,Diatagon,1,2,0,7455,1188.59
2025-02-18,Ganayon,1,2,0,1242,199.9
2025-02-18,Liatimco,1,2,0,2056,302.97
2025-02-18,Manyayay,1,2,0,2516,371.28
2025-02-18,Payasan,1,2,0,2590,403.61
2025-02-18,Poblacion,1,2,0,4543,666.07
2025-02-18,Saint Christine,1,2,0,3022,452.35
2025-02-18,San Pedro,1,2,0,1447,210.71
2025-02-18,San Isidro,1,2,0,1199,175.84
2025-02-19,Anibongan,2,2,0,1247,196.4
2025-02-19,Banahao,2,2,0,2583,387.48
2025-02-19,Ban-as,2,2,0,1735,264.39
2025-02-19,Baucawe,2,2,0,1478,222.64
2025-02-19,Diatagon,2,2,0,7455,1180.51
2025-02-19,Ganayon,2,2,0,1242,201.32
2025-02-19,Liatimco,2,2,0,2056,303.77
2025-02-19,Manyayay,2,2,0,2516,377.43
2025-02-19,Payasan,2,2,0,2590,377.66
2025-02-19,Poblacion,2,2,0,4543,699.36
2025-02-19,Saint Christine,2,2,0,3022,486.07
2025-02-19,San Pedro,2,2,0,1447,235.43
2025-02-19,San Isidro,2,2,0,1199,178.8
2025-02-20,Anibongan,3,2,0,1247,180.43
2025-02-20,Banahao,3,2,0,2583,405.57
2025-02-20,Ban-as,3,2,0,1735,271.41
2025-02-20,Baucawe,3,2,0,1478,212.73
2025-02-20,Diatagon,3,2,0,7455,1106.87
2025-02-20,Ganayon,3,2,0,1242,200.45
2025-02-20,Liatimco,3,2,0,2055,301.18
2025-02-20,Manyayay,3,2,0,2515,390.53
2025-02-20,Payasan,3,2,0,2590,414.17
2025-02-20,Poblacion,3,2,0,4542,676.22
2025-02-20,Saint Christine,3,2,0,3022,453.13
2025-02-20,San Pedro,3,2,0,1447,209.51
2025-02-20,San Isidro,3,2,0,1199,182.28
2025-02-21,Anibongan,4,2,0,1247,196.54
2025-02-21,Banahao,4,2,0,2583,405.64
2025-02-21,Ban-as,4,2,0,1735,254.55
2025-02-21,Baucawe,4,2,0,1478,216.66
2025-02-21,Diatagon,4,2,0,7455,1079.18
2025-02-21,Ganayon,4,2,0,1242,197.91
2025-02-21,Liatimco,4,2,0,2055,332.36
2025-02-21,Manyayay,4,2,0,2515,398.56
2025-02-21,Payasan,4,2,0,2590,414.36
2025-02-21,Poblacion,4,2,0,4542,668.39
2025-02-21,Saint Christine,4,2,0,3022,452.11
2025-02-21,San Pedro,4,2,0,1447,212.3
2025-02-21,San Isidro,4,2,0,1199,185.07
2025-02-22,Anibongan,5,2,1,1247,198.77
2025-02-22,Banahao,5,2,1,2583,400.16
2025-02-22,Ban-as,5,2,1,1735,292.16
2025-02-22,Baucawe,5,2,1,1478,248.32
2025-02-22,Diatagon,5,2,1,7454,1211.55
2025-02-22,Ganayon,5,2,1,1241,195.92
2025-02-22,Liatimco,5,2,1,2055,335.75
2025-02-22,Manyayay,5,2,1,2515,443.28
2025-02-22,Payasan,5,2,1,2590,436.53
2025-02-22,Poblacion,5,2,1,4542,797.27
2025-02-22,Saint Christine,5,2,1,3022,505.78
2025-02-22,San Pedro,5,2,1,1447,231.75
2025-02-22,San Isidro,5,2,1,1199,193.55
2025-02-23,Anibongan,6,2,1,1247,204.03
2025-02-23,Banahao,6,2,1,2583,400.23
2025-02-23,Ban-as,6,2,1,1735,283.57
2025-02-23,Baucawe,6,2,1,1478,258.05
2025-02-23,Diatagon,6,2,1,7454,1307.65
2025-02-23,Ganayon,6,2,1,1241,203.31
2025-02-23,Liatimco,6,2,1,2055,351.1
2025-02-23,Manyayay,6,2,1,2515,417.88
2025-02-23,Payasan,6,2,1,2589,426.51
2025-02-23,Poblacion,6,2,1,4542,771.0
2025-02-23,Saint Christine,6,2,1,3021,510.48
2025-02-23,San Pedro,6,2,1,1447,238.53
2025-02-23,San Isidro,6,2,1,1199,193.02
2025-02-24,Anibongan,0,2,0,1247,192.88
2025-02-24,Banahao,0,2,0,2583,372.91
2025-02-24,Ban-as,0,2,0,1735,276.76
2025-02-24,Baucawe,0,2,0,1478,226.35
2025-02-24,Diatagon,0,2,0,7454,1090.16
2025-02-24,Ganayon,0,2,0,1241,188.36
2025-02-24,Liatimco,0,2,0,2055,317.77
2025-02-24,Manyayay,0,2,0,2515,395.54
2025-02-24,Payasan,0,2,0,2589,378.54
2025-02-24,Poblacion,0,2,0,4542,700.95
2025-02-24,Saint Christine,0,2,0,3021,470.06
2025-02-24,San Pedro,0,2,0,1447,226.05
2025-02-24,San Isidro,0,2,0,1199,185.85
2025-02-25,Anibongan,1,2,0,1247,181.47
2025-02-25,Banahao,1,2,0,2583,384.71
2025-02-25,Ban-as,1,2,0,1735,277.47
2025-02-25,Baucawe,1,2,0,1478,240.82
2025-02-25,Diatagon,1,2,0,7454,1171.59
2025-02-25,Ganayon,1,2,0,1241,184.34
2025-02-25,Liatimco,1,2,0,2055,325.16
2025-02-25,Manyayay,1,2,0,2515,402.84
2025-02-25,Payasan,1,2,0,2589,412.47
2025-02-25,Poblacion,1,2,0,4542,668.56
2025-02-25,Saint Christine,1,2,0,3021,442.51
2025-02-25,San Pedro,1,2,0,1447,219.56
2025-02-25,San Isidro,1,2,0,1199,185.55
2025-02-26,Anibongan,2,2,0,1247,199.45
2025-02-26,Banahao,2,2,0,2582,373.35
2025-02-26,Ban-as,2,2,0,1735,280.77
2025-02-26,Baucawe,2,2,0,1478,239.31
2025-02-26,Diatagon,2,2,0,7453,1092.11
2025-02-26,Ganayon,2,2,0,1241,186.65
2025-02-26,Liatimco,2,2,0,2055,310.67
2025-02-26,Manyayay,2,2,0,2515,365.43
2025-02-26,Payasan,2,2,0,2589,381.56
2025-02-26,Poblacion,2,2,0,4542,664.06
2025-02-26,Saint Christine,2,2,0,3021,464.97
2025-02-26,San Pedro,2,2,0,1447,233.14
2025-02-26,San Isidro,2,2,0,1199,179.05
2025-02-27,Anibongan,3,2,0,1247,183.97
2025-02-27,Banahao,3,2,0,2582,405.85
2025-02-27,Ban-as,3,2,0,1735,257.77
2025-02-27,Baucawe,3,2,0,1478,239.05
2025-02-27,Diatagon,3,2,0,7453,1200.69
2025-02-27,Ganayon,3,2,0,1241,203.0
2025-02-27,Liatimco,3,2,0,2055,327.17
2025-02-27,Manyayay,3,2,0,2515,369.19
2025-02-27,Payasan,3,2,0,2589,421.33
2025-02-27,Poblacion,3,2,0,4541,718.51
2025-02-27,Saint Christine,3,2,0,3021,480.23
2025-02-27,San Pedro,3,2,0,1447,215.19
2025-02-27,San Isidro,3,2,0,1199,185.48
2025-02-28,Anibongan,4,2,0,1247,189.38
2025-02-28,Banahao,4,2,0,2582,413.96
2025-02-28,Ban-as,4,2,0,1735,248.61
2025-02-28,Baucawe,4,2,0,1477,220.73
2025-02-28,Diatagon,4,2,0,7453,1082.57
2025-02-28,Ganayon,4,2,0,1241,192.54
2025-02-28,Liatimco,4,2,0,2055,330.64
2025-02-28,Manyayay,4,2,0,2515,382.61
2025-02-28,Payasan,4,2,0,2589,416.96
2025-02-28,Poblacion,4,2,0,4541,668.97
2025-02-28,Saint Christine,4,2,0,3021,449.33
2025-02-28,San Pedro,4,2,0,1447,228.72
2025-02-28,San Isidro,4,2,0,1199,192.01
2025-03-01,Anibongan,5,3,1,1247,204.93
2025-03-01,Banahao,5,3,1,2582,439.37
2025-03-01,Ban-as,5,3,1,1735,271.76
2025-03-01,Baucawe,5,3,1,1477,251.52
2025-03-01,Diatagon,5,3,1,7453,1312.53
2025-03-01,Ganayon,5,3,1,1241,219.07
2025-03-01,Liatimco,5,3,1,2055,344.67
2025-03-01,Manyayay,5,3,1,2515,425.94
2025-03-01,Payasan,5,3,1,2589,431.68
2025-03-01,Poblacion,5,3,1,4541,750.54
2025-03-01,Saint Christine,5,3,1,3021,515.15
2025-03-01,San Pedro,5,3,1,1447,247.94
2025-03-01,San Isidro,5,3,1,1199,192.28
2025-03-02,Anibongan,6,3,1,1247,205.97
2025-03-02,Banahao,6,3,1,2582,405.82
2025-03-02,Ban-as,6,3,1,1735,294.88
2025-03-02,Baucawe,6,3,1,1477,248.91
2025-03-02,Diatagon,6,3,1,7452,1260.24
2025-03-02,Ganayon,6,3,1,1241,208.03
2025-03-02,Liatimco,6,3,1,2055,324.62
2025-03-02,Manyayay,6,3,1,2515,442.64
2025-03-02,Payasan,6,3,1,2589,449.62
2025-03-02,Poblacion,6,3,1,4541,777.24
2025-03-02,Saint Christine,6,3,1,3021,471.7
2025-03-02,San Pedro,6,3,1,1447,256.02
2025-03-02,San Isidro,6,3,1,1199,188.2
2025-03-03,Anibongan,0,3,0,1247,190.67
2025-03-03,Banahao,0,3,0,2582,402.31
2025-03-03,Ban-as,0,3,0,1735,259.12
2025-03-03,Baucawe,0,3,0,1477,228.65
2025-03-03,Diatagon,0,3,0,7452,1168.42
2025-03-03,Ganayon,0,3,0,1241,180.14
2025-03-03,Liatimco,0,3,0,2055,303.83
2025-03-03,Manyayay,0,3,0,2515,382.19
2025-03-03,Payasan,0,3,0,2589,375.67
2025-03-03,Poblacion,0,3,0,4541,742.22
2025-03-03,Saint Christine,0,3,0,3021,483.35
2025-03-03,San Pedro,0,3,0,1446,219.33
2025-03-03,San Isidro,0,3,0,1199,184.43
2025-03-04,Anibongan,1,3,0,1247,178.17
2025-03-04,Banahao,1,3,0,2582,376.01
2025-03-04,Ban-as,1,3,0,1735,269.36
2025-03-04,Baucawe,1,3,0,1477,222.55
2025-03-04,Diatagon,1,3,0,7452,1152.82
2025-03-04,Ganayon,1,3,0,1241,182.11
2025-03-04,Liatimco,1,3,0,2055,327.06
2025-03-04,Manyayay,1,3,0,2514,370.12
2025-03-04,Payasan,1,3,0,2589,402.2
2025-03-04,Poblacion,1,3,0,4541,699.05
2025-03-04,Saint Christine,1,3,0,3021,432.75
2025-03-04,San Pedro,1,3,0,1446,222.68
2025-03-04,San Isidro,1,3,0,1199,196.76
2025-03-05,Anibongan,2,3,0,1247,203.01
2025-03-05,Banahao,2,3,0,2582,404.72
2025-03-05,Ban-as,2,3,0,1735,264.59
2025-03-05,Baucawe,2,3,0,1477,221.29
2025-03-05,Diatagon,2,3,0,7452,1081.46
2025-03-05,Ganayon,2,3,0,1241,177.91
2025-03-05,Liatimco,2,3,0,2055,325.03
2025-03-05,Manyayay,2,3,0,2514,403.45
2025-03-05,Payasan,2,3,0,2589,388.01
2025-03-05,Poblacion,2,3,0,4541,676.52
2025-03-05,Saint Christine,2,3,0,3020,434.27
2025-03-05,San Pedro,2,3,0,1446,224.32
2025-03-05,San Isidro,2,3,0,1199,185.94
2025-03-06,Anibongan,3,3,0,1247,192.24
2025-03-06,Banahao,3,3,0,2582,403.93
2025-03-06,Ban-as,3,3,0,1735,268.89
2025-03-06,Baucawe,3,3,0,1477,220.19
2025-03-06,Diatagon,3,3,0,7451,1138.79
2025-03-06,Ganayon,3,3,0,1241,181.86
2025-03-06,Liatimco,3,3,0,2055,306.17
2025-03-06,Manyayay,3,3,0,2514,364.75
2025-03-06,Payasan,3,3,0,2589,415.89
2025-03-06,Poblacion,3,3,0,4540,722.93
2025-03-06,Saint Christine,3,3,0,3020,435.49
2025-03-06,San Pedro,3,3,0,1446,234.11
2025-03-06,San Isidro,3,3,0,1199,173.43
2025-03-07,Anibongan,4,3,0,1247,196.23
2025-03-07,Banahao,4,3,0,2582,392.29
2025-03-07,Ban-as,4,3,0,1734,271.03
2025-03-07,Baucawe,4,3,0,1477,230.14
2025-03-07,Diatagon,4,3,0,7451,1069.54
2025-03-07,Ganayon,4,3,0,1241,185.92
2025-03-07,Liatimco,4,3,0,2054,300.25
2025-03-07,Manyayay,4,3,0,2514,396.91
2025-03-07,Payasan,4,3,0,2588,409.39
2025-03-07,Poblacion,4,3,0,4540,724.3
2025-03-07,Saint Christine,4,3,0,3020,458.65
2025-03-07,San Pedro,4,3,0,1446,231.24
2025-03-07,San Isidro,4,3,0,1199,195.87
2025-03-08,Anibongan,5,3,1,1247,203.97
2025-03-08,Banahao,5,3,1,2582,411.91
2025-03-08,Ban-as,5,3,1,1734,279.45
2025-03-08,Baucawe,5,3,1,1477,238.8
2025-03-08,Diatagon,5,3,1,7451,1198.17
2025-03-08,Ganayon,5,3,1,1241,192.59
2025-03-08,Liatimco,5,3,1,2054,350.34
2025-03-08,Manyayay,5,3,1,2514,419.09
2025-03-08,Payasan,5,3,1,2588,454.23
2025-03-08,Poblacion,5,3,1,4540,745.24
2025-03-08,Saint Christine,5,3,1,3020,493.78
2025-03-08,San Pedro,5,3,1,1446,224.0
2025-03-08,San Isidro,5,3,1,1199,185.27
2025-03-09,Anibongan,6,3,1,1247,210.85
2025-03-09,Banahao,6,3,1,2582,406.51
2025-03-09,Ban-as,6,3,1,1734,282.92
2025-03-09,Baucawe,6,3,1,1477,245.43
2025-03-09,Diatagon,6,3,1,7451,1192.07
2025-03-09,Ganayon,6,3,1,1241,205.32
2025-03-09,Liatimco,6,3,1,2054,325.07
2025-03-09,Manyayay,6,3,1,2514,387.77
2025-03-09,Payasan,6,3,1,2588,431.95
2025-03-09,Poblacion,6,3,1,4540,796.69
2025-03-09,Saint Christine,6,3,1,3020,528.96
2025-03-09,San Pedro,6,3,1,1446,243.79
2025-03-09,San Isidro,6,3,1,1198,185.32
2025-03-10,Anibongan,0,3,0,1247,199.34
2025-03-10,Banahao,0,3,0,2581,376.25
2025-03-10,Ban-as,0,3,0,1734,283.22
2025-03-10,Baucawe,0,3,0,1477,213.51
2025-03-10,Diatagon,0,3,0,7451,1166.62
2025-03-10,Ganayon,0,3,0,1241,188.13
2025-03-10,Liatimco,0,3,0,2054,301.35
2025-03-10,Manyayay,0,3,0,2514,365.96
2025-03-10,Payasan,0,3,0,2588,395.62
2025-03-10,Poblacion,0,3,0,4540,663.77
2025-03-10,Saint Christine,0,3,0,3020,460.49
2025-03-10,San Pedro,0,3,0,1446,231.78
2025-03-10,San Isidro,0,3,0,1198,185.91
2025-03-11,Anibongan,1,3,0,1247,188.8
2025-03-11,Banahao,1,3,0,2581,414.19
2025-03-11,Ban-as,1,3,0,1734,258.31
2025-03-11,Baucawe,1,3,0,1477,239.3
2025-03-11,Diatagon,1,3,0,7450,1170.76
2025-03-11,Ganayon,1,3,0,1241,193.07
2025-03-11,Liatimco,1,3,0,2054,310.09
2025-03-11,Manyayay,1,3,0,2514,409.08
2025-03-11,Payasan,1,3,0,2588,386.19
2025-03-11,Poblacion,1,3,0,4540,699.73
2025-03-11,Saint Christine,1,3,0,3020,452.51
2025-03-11,San Pedro,1,3,0,1446,235.72
2025-03-11,San Isidro,1,3,0,1198,189.96
2025-03-12,Anibongan,2,3,0,1247,203.66
2025-03-12,Banahao,2,3,0,2581,371.35
2025-03-12,Ban-as,2,3,0,1734,262.99
2025-03-12,Baucawe,2,3,0,1477,215.58
2025-03-12,Diatagon,2,3,0,7450,1161.69
2025-03-12,Ganayon,2,3,0,1241,183.61
2025-03-12,Liatimco,2,3,0,2054,319.26
2025-03-12,Manyayay,2,3,0,2514,399.66
2025-03-12,Payasan,2,3,0,2588,381.41
2025-03-12,Poblacion,2,3,0,4540,675.57
2025-03-12,Saint Christine,2,3,0,3020,458.74
2025-03-12,San Pedro,2,3,0,1446,230.54
2025-03-12,San Isidro,2,3,0,1198,196.03
2025-03-13,Anibongan,3,3,0,1247,202.85
2025-03-13,Banahao,3,3,0,2581,384.01
2025-03-13,Ban-as,3,3,0,1734,248.72
2025-03-13,Baucawe,3,3,0,1477,213.11
2025-03-13,Diatagon,3,3,0,7450,1129.93
2025-03-13,Ganayon,3,3,0,1241,190.59
2025-03-13,Liatimco,3,3,0,2054,321.43
2025-03-13,Manyayay,3,3,0,2514,392.13
2025-03-13,Payasan,3,3,0,2588,402.65
2025-03-13,Poblacion,3,3,0,4539,733.74
2025-03-13,Saint Christine,3,3,0,3020,431.74
2025-03-13,San Pedro,3,3,0,1446,214.45
2025-03-13,San Isidro,3,3,0,1198,182.17
2025-03-14,Anibongan,4,3,0,1246,185.48
2025-03-14,Banahao,4,3,0,2581,372.28
2025-03-14,Ban-as,4,3,0,1734,272.83
2025-03-14,Baucawe,4,3,0,1477,238.3
2025-03-14,Diatagon,4,3,0,7450,1101.86
2025-03-14,Ganayon,4,3,0,1241,183.55
2025-03-14,Liatimco,4,3,0,2054,295.86
2025-03-14,Manyayay,4,3,0,2514,404.58
2025-03-14,Payasan,4,3,0,2588,422.55
2025-03-14,Poblacion,4,3,0,4539,701.33
2025-03-14,Saint Christine,4,3,0,3020,432.45
2025-03-14,San Pedro,4,3,0,1446,232.39
2025-03-14,San Isidro,4,3,0,1198,187.32
2025-03-15,Anibongan,5,3,1,1246,206.48
2025-03-15,Banahao,5,3,1,2581,443.8
2025-03-15,Ban-as,5,3,1,1734,303.22
2025-03-15,Baucawe,5,3,1,1477,228.8
2025-03-15,Diatagon,5,3,1,7449,1223.31
2025-03-15,Ganayon,5,3,1,1241,215.19
2025-03-15,Liatimco,5,3,1,2054,327.87
2025-03-15,Manyayay,5,3,1,2514,418.53
2025-03-15,Payasan,5,3,1,2588,446.3
2025-03-15,Poblacion,5,3,1,4539,741.81
2025-03-15,Saint Christine,5,3,1,3020,527.16
2025-03-15,San Pedro,5,3,1,1446,251.17
2025-03-15,San Isidro,5,3,1,1198,196.34
2025-03-16,Anibongan,6,3,1,1246,220.84
2025-03-16,Banahao,6,3,1,2581,409.88
2025-03-16,Ban-as,6,3,1,1734,305.75
2025-03-16,Baucawe,6,3,1,1477,230.9
2025-03-16,Diatagon,6,3,1,7449,1185.35
2025-03-16,Ganayon,6,3,1,1241,198.95
2025-03-16,Liatimco,6,3,1,2054,336.08
2025-03-16,Manyayay,6,3,1,2514,395.58
2025-03-16,Payasan,6,3,1,2588,451.44
2025-03-16,Poblacion,6,3,1,4539,723.15
2025-03-16,Saint Christine,6,3,1,3019,523.4
2025-03-16,San Pedro,6,3,1,1446,254.63
2025-03-16,San Isidro,6,3,1,1198,194.99
2025-03-17,Anibongan,0,3,0,1246,198.58
2025-03-17,Banahao,0,3,0,2581,379.03
2025-03-17,Ban-as,0,3,0,1734,274.87
2025-03-17,Baucawe,0,3,0,1477,228.86
2025-03-17,Diatagon,0,3,0,7449,1110.39
2025-03-17,Ganayon,0,3,0,1241,187.59
2025-03-17,Liatimco,0,3,0,2054,308.39
2025-03-17,Manyayay,0,3,0,2513,362.0
2025-03-17,Payasan,0,3,0,2588,380.61
2025-03-17,Poblacion,0,3,0,4539,687.68
2025-03-17,Saint Christine,0,3,0,3019,493.58
2025-03-17,San Pedro,0,3,0,1446,217.18
2025-03-17,San Isidro,0,3,0,1198,174.59
2025-03-18,Anibongan,1,3,0,1246,197.82
2025-03-18,Banahao,1,3,0,2581,406.98
2025-03-18,Ban-as,1,3,0,1734,260.13
2025-03-18,Baucawe,1,3,0,1477,223.94
2025-03-18,Diatagon,1,3,0,7449,1161.69
2025-03-18,Ganayon,1,3,0,1241,198.34
2025-03-18,Liatimco,1,3,0,2054,325.78
2025-03-18,Manyayay,1,3,0,2513,407.48
2025-03-18,Payasan,1,3,0,2588,377.54
